Client;Project;Task;Description;Billable;Start date;Start time;End date;End time;Duration;Tags;Amount ()
;;;;No;13.12.2021;10:13:15;13.12.2021;10:37:59;0:24:44;;
;;;;No;13.12.2021;10:38:53;13.12.2021;10:51:35;0:12:42;;
;;;;No;13.12.2021;10:53:34;13.12.2021;10:55:13;0:01:39;;
;;;;No;13.12.2021;10:55:40;13.12.2021;11:06:50;0:11:10;;
;;;;No;13.12.2021;11:06:56;13.12.2021;11:07:48;0:00:52;;
;;;;No;13.12.2021;14:36:43;13.12.2021;14:55:08;0:18:25;;
;;;;No;13.12.2021;16:30:56;13.12.2021;18:11:42;1:40:46;;
;;;;No;13.12.2021;18:32:51;13.12.2021;18:57:51;0:25:00;;
;;;;No;13.12.2021;19:01:40;13.12.2021;19:01:43;0:00:03;;
;;;;No;13.12.2021;19:03:00;13.12.2021;19:09:05;0:06:05;;
;;;;No;14.12.2021;9:02:59;14.12.2021;9:13:37;0:10:38;;
;;;;No;14.12.2021;9:16:36;14.12.2021;9:17:51;0:01:15;;
;;;;No;14.12.2021;10:50:49;14.12.2021;11:20:38;0:29:49;;
;;;;No;14.12.2021;11:32:43;14.12.2021;11:57:45;0:25:02;;
;;;;No;14.12.2021;11:57:46;14.12.2021;12:15:07;0:17:21;;
;;;;No;14.12.2021;12:28:39;14.12.2021;13:53:11;1:24:32;;
;;;;No;14.12.2021;14:23:51;14.12.2021;14:35:03;0:11:12;;
;;;;No;14.12.2021;15:16:39;14.12.2021;17:04:53;1:48:14;;
;;;;No;14.12.2021;17:12:16;14.12.2021;17:35:31;0:23:15;;
;;;;No;14.12.2021;17:47:03;14.12.2021;18:53:18;1:06:15;;
;;;;No;15.12.2021;10:27:01;15.12.2021;10:32:22;0:05:21;;
;;;;No;15.12.2021;10:32:29;15.12.2021;10:39:53;0:07:24;;
;;;;No;15.12.2021;10:58:43;15.12.2021;11:05:24;0:06:41;;
;;;;No;15.12.2021;11:44:38;15.12.2021;12:05:46;0:21:08;;
;;;;No;15.12.2021;12:07:49;15.12.2021;12:13:33;0:05:44;;
;;;;No;15.12.2021;12:23:01;15.12.2021;12:36:50;0:13:49;;
;;;;No;15.12.2021;12:36:51;15.12.2021;12:45:14;0:08:23;;
;;;;No;15.12.2021;14:42:14;15.12.2021;14:51:30;0:09:16;;
;;;;No;15.12.2021;14:51:32;15.12.2021;14:58:58;0:07:26;;
;;;;No;15.12.2021;14:59:00;15.12.2021;15:04:25;0:05:25;;
;;;;No;15.12.2021;16:28:01;15.12.2021;16:52:45;0:24:44;;
;;;;No;15.12.2021;18:01:09;15.12.2021;18:32:10;0:31:01;;
;;;;No;16.12.2021;8:43:53;16.12.2021;8:50:59;0:07:06;;
;;;;No;16.12.2021;9:30:34;16.12.2021;9:33:44;0:03:10;;
;;;;No;16.12.2021;9:33:46;16.12.2021;9:41:56;0:08:10;;
;;;;No;16.12.2021;10:50:11;16.12.2021;10:53:11;0:03:00;;
;;;;No;16.12.2021;11:33:05;16.12.2021;11:41:04;0:07:59;;
;;;;No;16.12.2021;11:41:57;16.12.2021;12:15:25;0:33:28;;
;;;;No;16.12.2021;14:31:57;16.12.2021;14:39:48;0:07:51;;
;;;;No;16.12.2021;14:39:59;16.12.2021;14:45:14;0:05:15;;
;;;;No;16.12.2021;14:52:51;16.12.2021;15:29:27;0:36:36;;
;;;;No;16.12.2021;15:30:03;16.12.2021;15:44:55;0:14:52;;
;;;;No;16.12.2021;16:50:09;16.12.2021;17:00:43;0:10:34;;
;;;;No;17.12.2021;9:04:10;17.12.2021;9:13:58;0:09:48;;
;;;;No;17.12.2021;9:52:36;17.12.2021;9:58:21;0:05:45;;
;;;;No;17.12.2021;9:58:48;17.12.2021;10:02:21;0:03:33;;
;;;;No;17.12.2021;10:23:21;17.12.2021;10:29:51;0:06:30;;
;;;;No;17.12.2021;11:24:57;17.12.2021;11:41:28;0:16:31;;
;;;;No;17.12.2021;11:42:08;17.12.2021;12:31:33;0:49:25;;
;;;;No;17.12.2021;12:41:03;17.12.2021;12:46:46;0:05:43;;
;;;;No;17.12.2021;15:51:18;17.12.2021;17:06:25;1:15:07;;
;;;;No;18.12.2021;15:41:54;18.12.2021;15:43:16;0:01:22;;
;;;;No;18.12.2021;15:52:46;18.12.2021;16:03:42;0:10:56;;
;;;;No;18.12.2021;16:20:50;18.12.2021;16:20:51;0:00:01;;
;;;;No;18.12.2021;16:20:50;18.12.2021;17:02:28;0:41:38;;
;;;;No;19.12.2021;16:40:55;19.12.2021;17:46:52;1:05:57;;
;;;;No;20.12.2021;10:02:09;20.12.2021;10:08:42;0:06:33;;
;;;;No;20.12.2021;16:16:29;20.12.2021;17:05:32;0:49:03;;
;;;;No;20.12.2021;18:00:13;20.12.2021;18:22:51;0:22:38;;
;;;;No;20.12.2021;18:24:46;20.12.2021;18:37:04;0:12:18;;
;;;;No;21.12.2021;8:53:31;21.12.2021;9:03:54;0:10:23;;
;;;;No;21.12.2021;9:06:26;21.12.2021;9:11:13;0:04:47;;
;;;;No;21.12.2021;9:11:31;21.12.2021;9:14:03;0:02:32;;
;;;;No;21.12.2021;9:27:07;21.12.2021;9:29:54;0:02:47;;
;;;;No;21.12.2021;10:20:06;21.12.2021;10:24:57;0:04:51;;
;;;;No;21.12.2021;10:26:36;21.12.2021;10:41:50;0:15:14;;
;;;;No;21.12.2021;11:09:39;21.12.2021;12:17:05;1:07:26;;
;;;;No;21.12.2021;13:28:02;21.12.2021;13:30:17;0:02:15;;
;;;;No;21.12.2021;13:30:26;21.12.2021;13:53:19;0:22:53;;
;;;;No;21.12.2021;13:53:24;21.12.2021;14:02:27;0:09:03;;
;;;;No;21.12.2021;15:32:20;21.12.2021;16:00:51;0:28:31;;
;;;;No;21.12.2021;16:02:08;21.12.2021;16:51:21;0:49:13;;
;;;;No;21.12.2021;16:59:50;21.12.2021;17:06:58;0:07:08;;
;;;;No;21.12.2021;17:14:20;21.12.2021;17:20:30;0:06:10;;
;;;;No;22.12.2021;9:13:54;22.12.2021;9:21:50;0:07:56;;
;;;;No;22.12.2021;9:21:52;22.12.2021;10:00:01;0:38:09;;
;;;;No;22.12.2021;10:00:03;22.12.2021;11:15:05;1:15:02;;
;;;;No;22.12.2021;11:57:08;22.12.2021;11:59:28;0:02:20;;
;;;;No;22.12.2021;11:59:36;22.12.2021;12:07:31;0:07:55;;
;;;;No;22.12.2021;12:07:33;22.12.2021;12:08:03;0:00:30;;
;;;;No;22.12.2021;14:05:42;22.12.2021;14:19:35;0:13:53;;
;;;;No;22.12.2021;15:03:08;22.12.2021;16:51:49;1:48:41;;
;;;;No;22.12.2021;17:10:29;22.12.2021;17:54:24;0:43:55;;
;;;;No;23.12.2021;10:28:22;23.12.2021;12:36:10;2:07:48;;
;;;;No;23.12.2021;12:38:36;23.12.2021;12:38:48;0:00:12;;
;;;;No;23.12.2021;14:49:26;23.12.2021;15:11:34;0:22:08;;
;;;;No;23.12.2021;15:13:33;23.12.2021;15:28:59;0:15:26;;
;;;;No;23.12.2021;15:29:02;23.12.2021;15:30:15;0:01:13;;
;;;;No;23.12.2021;15:31:40;23.12.2021;15:42:36;0:10:56;;
;;;;No;23.12.2021;15:44:08;23.12.2021;15:49:44;0:05:36;;
;;;;No;23.12.2021;16:10:53;23.12.2021;16:19:48;0:08:55;;
;;;;No;23.12.2021;16:22:34;23.12.2021;16:38:02;0:15:28;;
;;;;No;24.12.2021;9:24:42;24.12.2021;9:35:05;0:10:23;;
;;;;No;24.12.2021;9:45:47;24.12.2021;10:00:05;0:14:18;;
;;;;No;24.12.2021;10:25:23;24.12.2021;10:32:22;0:06:59;;
;;;;No;24.12.2021;10:49:10;24.12.2021;10:58:57;0:09:47;;
;;;;No;24.12.2021;10:59:05;24.12.2021;11:03:27;0:04:22;;
;;;;No;24.12.2021;11:58:04;24.12.2021;12:43:40;0:45:36;;
;;;;No;24.12.2021;12:47:07;24.12.2021;12:49:23;0:02:16;;
;;;;No;24.12.2021;12:50:37;24.12.2021;13:26:47;0:36:10;;
;;;;No;24.12.2021;13:57:33;24.12.2021;15:35:36;1:38:03;;
;;;;No;26.12.2021;16:27:01;26.12.2021;16:51:48;0:24:47;;
;;;;No;26.12.2021;18:10:31;26.12.2021;18:43:01;0:32:30;;
;;;;No;27.12.2021;9:19:25;27.12.2021;9:27:33;0:08:08;;
;;;;No;27.12.2021;9:28:08;27.12.2021;9:30:37;0:02:29;;
;;;;No;27.12.2021;10:36:36;27.12.2021;10:57:36;0:21:00;;
;;;;No;27.12.2021;10:59:48;27.12.2021;11:03:02;0:03:14;;
;;;;No;27.12.2021;12:17:30;27.12.2021;12:36:43;0:19:13;;
;;;;No;27.12.2021;12:40:13;27.12.2021;12:43:12;0:02:59;;
;;;;No;27.12.2021;12:49:07;27.12.2021;12:53:02;0:03:55;;
;;;;No;27.12.2021;17:00:38;27.12.2021;18:07:57;1:07:19;;
;;;;No;28.12.2021;12:50:29;28.12.2021;13:48:58;0:58:29;;
;;;;No;28.12.2021;14:12:51;28.12.2021;14:55:46;0:42:55;;
;;;;No;28.12.2021;16:00:57;28.12.2021;16:37:38;0:36:41;;
;;;;No;28.12.2021;16:58:44;28.12.2021;17:01:11;0:02:27;;
;;;;No;29.12.2021;8:53:12;29.12.2021;9:04:28;0:11:16;;
;;;;No;29.12.2021;12:30:41;29.12.2021;12:53:56;0:23:15;;
;;;;No;29.12.2021;12:59:51;29.12.2021;13:19:57;0:20:06;;
;;;;No;29.12.2021;13:53:55;29.12.2021;14:25:55;0:32:00;;
;;;;No;29.12.2021;17:17:33;29.12.2021;17:22:35;0:05:02;;
;;;;No;30.12.2021;9:18:40;30.12.2021;9:59:45;0:41:05;;
;;;;No;30.12.2021;10:04:09;30.12.2021;10:35:01;0:30:52;;
;;;;No;30.12.2021;10:49:48;30.12.2021;11:13:08;0:23:20;;
;;;;No;30.12.2021;11:18:55;30.12.2021;11:51:01;0:32:06;;
;;;;No;30.12.2021;12:57:37;30.12.2021;13:13:18;0:15:41;;
;;;;No;30.12.2021;15:19:07;30.12.2021;15:39:48;0:20:41;;
;;;;No;30.12.2021;16:26:14;30.12.2021;17:23:26;0:57:12;;
;;;;No;31.12.2021;11:09:36;31.12.2021;11:34:05;0:24:29;;
;;;;No;31.12.2021;11:37:11;31.12.2021;11:45:37;0:08:26;;
;;;;No;31.12.2021;12:07:14;31.12.2021;12:40:06;0:32:52;;
;;;;No;31.12.2021;13:46:48;31.12.2021;13:51:21;0:04:33;;
;;;;No;31.12.2021;14:30:53;31.12.2021;16:04:21;1:33:28;;
;;;;No;31.12.2021;16:17:08;31.12.2021;17:00:08;0:43:00;;
;;;;No;04.01.2022;11:53:57;04.01.2022;12:09:34;0:15:37;;
;;;;No;04.01.2022;12:17:58;04.01.2022;12:23:16;0:05:18;;
;;;;No;04.01.2022;12:30:26;04.01.2022;13:28:08;0:57:42;;
;;;;No;04.01.2022;13:38:01;04.01.2022;14:01:38;0:23:37;;
;;;;No;04.01.2022;15:12:13;04.01.2022;16:47:29;1:35:16;;
;;;;No;05.01.2022;15:08:11;05.01.2022;16:24:10;1:15:59;;
;;;;No;05.01.2022;16:38:32;05.01.2022;17:51:34;1:13:02;;
;;;;No;06.01.2022;9:51:11;06.01.2022;10:28:44;0:37:33;;
;;;;No;06.01.2022;10:54:56;06.01.2022;11:09:10;0:14:14;;
;;;;No;09.01.2022;12:03:05;09.01.2022;13:08:25;1:05:20;;
;;;;No;09.01.2022;13:13:32;09.01.2022;13:24:11;0:10:39;;
;;;;No;09.01.2022;13:24:22;09.01.2022;13:45:12;0:20:50;;
;;;;No;09.01.2022;18:27:04;09.01.2022;19:23:44;0:56:40;;
;;;;No;09.01.2022;19:30:44;09.01.2022;20:32:37;1:01:53;;
;;;;No;10.01.2022;9:17:18;10.01.2022;9:42:37;0:25:19;;
;;;;No;10.01.2022;9:48:44;10.01.2022;10:05:36;0:16:52;;
;;;;No;10.01.2022;10:31:52;10.01.2022;10:50:11;0:18:19;;
;;;;No;10.01.2022;10:55:57;10.01.2022;10:56:39;0:00:42;;
;;;;No;10.01.2022;11:00:30;10.01.2022;11:32:37;0:32:07;;
;;;;No;10.01.2022;11:39:04;10.01.2022;12:39:03;0:59:59;;
;;;;No;10.01.2022;13:11:51;10.01.2022;13:18:32;0:06:41;;
;;;;No;10.01.2022;13:21:24;10.01.2022;13:26:41;0:05:17;;
;;;;No;10.01.2022;13:26:50;10.01.2022;13:28:33;0:01:43;;
;;;;No;10.01.2022;13:39:39;10.01.2022;14:14:30;0:34:51;;
;;;;No;10.01.2022;15:00:51;10.01.2022;15:28:11;0:27:20;;
;;;;No;10.01.2022;15:50:47;10.01.2022;16:36:11;0:45:24;;
;;;;No;10.01.2022;17:18:49;10.01.2022;17:48:20;0:29:31;;
;;;;No;10.01.2022;18:03:30;10.01.2022;18:08:06;0:04:36;;
;;;;No;10.01.2022;18:21:37;10.01.2022;19:21:15;0:59:38;;
;;;;No;10.01.2022;19:46:31;10.01.2022;19:57:15;0:10:44;;
;;;;No;10.01.2022;20:07:15;10.01.2022;20:10:15;0:03:00;;
;;;;No;10.01.2022;20:11:23;10.01.2022;20:27:40;0:16:17;;
;;;;No;10.01.2022;20:58:34;10.01.2022;21:08:07;0:09:33;;
;;;;No;11.01.2022;9:29:52;11.01.2022;9:55:05;0:25:13;;
;;;;No;11.01.2022;9:55:06;11.01.2022;10:21:49;0:26:43;;
;;;;No;11.01.2022;10:25:57;11.01.2022;11:37:06;1:11:09;;
;;;;No;11.01.2022;15:05:01;11.01.2022;15:31:59;0:26:58;;
;;;;No;11.01.2022;15:05:01;11.01.2022;15:05:01;0:00:00;;
;;;;No;11.01.2022;15:32:01;11.01.2022;15:34:04;0:02:03;;
;;;;No;11.01.2022;15:38:57;11.01.2022;15:52:41;0:13:44;;
;;;;No;11.01.2022;16:47:40;11.01.2022;17:43:21;0:55:41;;
;;;;No;12.01.2022;10:15:56;12.01.2022;10:32:10;0:16:14;;
;;;;No;12.01.2022;10:32:38;12.01.2022;10:34:49;0:02:11;;
;;;;No;12.01.2022;11:15:18;12.01.2022;12:30:36;1:15:18;;
;;;;No;12.01.2022;14:54:31;12.01.2022;15:16:41;0:22:10;;
;;;;No;12.01.2022;15:16:43;12.01.2022;16:23:50;1:07:07;;
;;;;No;12.01.2022;18:17:42;12.01.2022;18:35:08;0:17:26;;
;;;;No;12.01.2022;18:57:25;12.01.2022;19:05:25;0:08:00;;
;;;;No;12.01.2022;23:03:29;13.01.2022;0:09:12;1:05:43;;
;;;;No;13.01.2022;9:19:43;13.01.2022;9:26:56;0:07:13;;
;;;;No;13.01.2022;9:30:05;13.01.2022;9:45:10;0:15:05;;
;;;;No;13.01.2022;10:07:02;13.01.2022;10:09:32;0:02:30;;
;;;;No;13.01.2022;10:31:43;13.01.2022;10:40:49;0:09:06;;
;;;;No;13.01.2022;10:41:10;13.01.2022;10:56:09;0:14:59;;
;;;;No;13.01.2022;10:56:11;13.01.2022;11:06:23;0:10:12;;
;;;;No;13.01.2022;11:15:55;13.01.2022;11:36:25;0:20:30;;
;;;;No;13.01.2022;11:49:10;13.01.2022;11:55:19;0:06:09;;
;;;;No;13.01.2022;12:02:34;13.01.2022;12:06:42;0:04:08;;
;;;;No;13.01.2022;12:06:53;13.01.2022;12:27:45;0:20:52;;
;;;;No;13.01.2022;12:39:16;13.01.2022;12:43:07;0:03:51;;
;;;;No;13.01.2022;13:35:58;13.01.2022;13:48:55;0:12:57;;
;;;;No;13.01.2022;14:15:05;13.01.2022;14:18:10;0:03:05;;
;;;;No;13.01.2022;14:22:58;13.01.2022;14:30:02;0:07:04;;
;;;;No;13.01.2022;15:35:50;13.01.2022;16:28:00;0:52:10;;
;;;;No;13.01.2022;17:14:08;13.01.2022;17:20:10;0:06:02;;
;;;;No;14.01.2022;10:31:04;14.01.2022;10:31:42;0:00:38;;
;;;;No;14.01.2022;10:37:21;14.01.2022;11:39:11;1:01:50;;
;;;;No;14.01.2022;11:47:08;14.01.2022;12:02:54;0:15:46;;
;;;;No;14.01.2022;12:11:43;14.01.2022;12:29:34;0:17:51;;
;;;;No;14.01.2022;12:36:46;14.01.2022;13:04:34;0:27:48;;
;;;;No;14.01.2022;13:07:53;14.01.2022;13:26:35;0:18:42;;
;;;;No;14.01.2022;16:22:34;14.01.2022;16:23:53;0:01:19;;
;;;;No;14.01.2022;16:24:19;14.01.2022;16:24:44;0:00:25;;
;;;;No;14.01.2022;16:24:47;14.01.2022;16:41:10;0:16:23;;
;;;;No;14.01.2022;16:41:26;14.01.2022;17:22:02;0:40:36;;
;;;;No;14.01.2022;17:48:44;14.01.2022;18:01:40;0:12:56;;
;;;;No;14.01.2022;18:02:43;14.01.2022;18:04:56;0:02:13;;
;;;;No;14.01.2022;18:07:29;14.01.2022;19:03:27;0:55:58;;
;;;;No;14.01.2022;19:29:31;14.01.2022;19:53:45;0:24:14;;
;;;;No;14.01.2022;20:26:50;14.01.2022;20:55:21;0:28:31;;
;;;;No;14.01.2022;21:30:37;14.01.2022;21:48:42;0:18:05;;
;;;;No;14.01.2022;21:52:26;14.01.2022;22:15:27;0:23:01;;
;;;;No;15.01.2022;8:45:16;15.01.2022;9:09:47;0:24:31;;
;;;;No;15.01.2022;9:42:04;15.01.2022;9:44:19;0:02:15;;
;;;;No;15.01.2022;15:37:15;15.01.2022;15:42:52;0:05:37;;
;;;;No;15.01.2022;16:09:00;15.01.2022;16:15:18;0:06:18;;
;;;;No;16.01.2022;14:47:27;16.01.2022;14:55:50;0:08:23;;
;;;;No;16.01.2022;18:53:27;16.01.2022;19:23:13;0:29:46;;
;;;;No;16.01.2022;19:23:36;16.01.2022;19:42:09;0:18:33;;
;;;;No;17.01.2022;9:32:49;17.01.2022;10:01:01;0:28:12;;
;;;;No;17.01.2022;10:43:13;17.01.2022;10:58:13;0:15:00;;
;;;;No;17.01.2022;11:17:27;17.01.2022;11:22:57;0:05:30;;
;;;;No;17.01.2022;11:23:22;17.01.2022;11:37:04;0:13:42;;
;;;;No;17.01.2022;11:40:44;17.01.2022;12:00:53;0:20:09;;
;;;;No;17.01.2022;12:45:56;17.01.2022;12:59:53;0:13:57;;
;;;;No;17.01.2022;13:45:30;17.01.2022;14:14:47;0:29:17;;
;;;;No;17.01.2022;14:19:20;17.01.2022;15:16:58;0:57:38;;
;;;;No;17.01.2022;15:55:07;17.01.2022;16:14:58;0:19:51;;
;;;;No;17.01.2022;16:31:59;17.01.2022;16:45:08;0:13:09;;
;;;;No;17.01.2022;16:50:49;17.01.2022;16:57:14;0:06:25;;
;;;;No;17.01.2022;17:13:13;17.01.2022;17:44:13;0:31:00;;
;;;;No;17.01.2022;18:17:50;17.01.2022;18:32:28;0:14:38;;
;;;;No;17.01.2022;18:32:30;17.01.2022;18:37:31;0:05:01;;
;;;;No;17.01.2022;18:52:44;17.01.2022;19:02:19;0:09:35;;
;;;;No;17.01.2022;19:33:15;17.01.2022;19:43:52;0:10:37;;
;;;;No;18.01.2022;9:03:03;18.01.2022;9:12:41;0:09:38;;
;;;;No;18.01.2022;9:23:24;18.01.2022;9:29:37;0:06:13;;
;;;;No;18.01.2022;9:37:37;18.01.2022;9:55:53;0:18:16;;
;;;;No;18.01.2022;10:14:07;18.01.2022;10:29:23;0:15:16;;
;;;;No;18.01.2022;10:29:28;18.01.2022;10:36:16;0:06:48;;
;;;;No;18.01.2022;10:36:18;18.01.2022;10:43:58;0:07:40;;
;;;;No;18.01.2022;10:50:11;18.01.2022;11:07:26;0:17:15;;
;;;;No;18.01.2022;11:10:51;18.01.2022;11:21:36;0:10:45;;
;;;;No;18.01.2022;12:04:12;18.01.2022;12:12:12;0:08:00;;
;;;;No;18.01.2022;13:08:15;18.01.2022;13:11:56;0:03:41;;
;;;;No;18.01.2022;13:12:03;18.01.2022;13:13:03;0:01:00;;
;;;;No;18.01.2022;13:14:45;18.01.2022;13:16:24;0:01:39;;
;;;;No;18.01.2022;15:30:04;18.01.2022;15:37:22;0:07:18;;
;;;;No;18.01.2022;16:40:15;18.01.2022;16:48:27;0:08:12;;
;;;;No;18.01.2022;17:34:35;18.01.2022;17:55:12;0:20:37;;
;;;;No;18.01.2022;18:18:51;18.01.2022;18:31:51;0:13:00;;
;;;;No;18.01.2022;18:31:54;18.01.2022;18:43:11;0:11:17;;
;;;;No;18.01.2022;18:47:49;18.01.2022;18:56:22;0:08:33;;
;;;;No;18.01.2022;18:58:43;18.01.2022;19:03:56;0:05:13;;
;;;;No;18.01.2022;21:30:31;18.01.2022;21:44:20;0:13:49;;
;;;;No;19.01.2022;9:08:51;19.01.2022;9:16:15;0:07:24;;
;;;;No;19.01.2022;9:54:51;19.01.2022;10:15:40;0:20:49;;
;;;;No;19.01.2022;10:15:45;19.01.2022;10:22:56;0:07:11;;
;;;;No;19.01.2022;10:22:58;19.01.2022;10:27:10;0:04:12;;
;;;;No;19.01.2022;10:27:18;19.01.2022;10:30:53;0:03:35;;
;;;;No;19.01.2022;10:31:03;19.01.2022;10:31:39;0:00:36;;
;;;;No;19.01.2022;10:31:43;19.01.2022;11:06:59;0:35:16;;
;;;;No;19.01.2022;11:07:01;19.01.2022;11:08:58;0:01:57;;
;;;;No;19.01.2022;11:09:17;19.01.2022;11:10:49;0:01:32;;
;;;;No;19.01.2022;11:22:58;19.01.2022;11:37:39;0:14:41;;
;;;;No;19.01.2022;11:51:40;19.01.2022;12:46:24;0:54:44;;
;;;;No;19.01.2022;12:46:52;19.01.2022;13:05:52;0:19:00;;
;;;;No;19.01.2022;15:26:43;19.01.2022;15:32:06;0:05:23;;
;;;;No;19.01.2022;15:39:25;19.01.2022;16:23:17;0:43:52;;
;;;;No;19.01.2022;16:52:46;19.01.2022;17:01:28;0:08:42;;
;;;;No;19.01.2022;17:30:07;19.01.2022;17:44:30;0:14:23;;
;;;;No;19.01.2022;17:48:03;19.01.2022;18:08:22;0:20:19;;
;;;;No;19.01.2022;18:17:59;19.01.2022;18:24:55;0:06:56;;
;;;;No;19.01.2022;18:27:42;19.01.2022;18:42:24;0:14:42;;
;;;;No;20.01.2022;9:03:13;20.01.2022;9:10:06;0:06:53;;
;;;;No;20.01.2022;9:11:21;20.01.2022;9:26:36;0:15:15;;
;;;;No;20.01.2022;10:34:48;20.01.2022;10:45:22;0:10:34;;
;;;;No;20.01.2022;10:45:24;20.01.2022;10:57:56;0:12:32;;
;;;;No;20.01.2022;10:58:00;20.01.2022;11:06:47;0:08:47;;
;;;;No;20.01.2022;11:29:24;20.01.2022;11:33:31;0:04:07;;
;;;;No;20.01.2022;11:34:57;20.01.2022;11:40:52;0:05:55;;
;;;;No;20.01.2022;11:55:19;20.01.2022;12:42:17;0:46:58;;
;;;;No;20.01.2022;12:51:47;20.01.2022;13:01:17;0:09:30;;
;;;;No;20.01.2022;13:31:42;20.01.2022;13:42:43;0:11:01;;
;;;;No;20.01.2022;13:42:44;20.01.2022;13:48:14;0:05:30;;
;;;;No;20.01.2022;14:19:39;20.01.2022;15:35:23;1:15:44;;
;;;;No;20.01.2022;15:40:45;20.01.2022;16:01:58;0:21:13;;
;;;;No;20.01.2022;16:03:01;20.01.2022;16:12:16;0:09:15;;
;;;;No;20.01.2022;17:03:24;20.01.2022;17:23:58;0:20:34;;
;;;;No;20.01.2022;17:32:19;20.01.2022;17:44:16;0:11:57;;
;;;;No;21.01.2022;9:49:48;21.01.2022;9:53:38;0:03:50;;
;;;;No;21.01.2022;9:53:40;21.01.2022;9:57:15;0:03:35;;
;;;;No;21.01.2022;9:57:17;21.01.2022;9:58:11;0:00:54;;
;;;;No;21.01.2022;9:58:12;21.01.2022;10:01:58;0:03:46;;
;;;;No;21.01.2022;10:01:59;21.01.2022;10:03:13;0:01:14;;
;;;;No;21.01.2022;10:22:02;21.01.2022;10:48:13;0:26:11;;
;;;;No;21.01.2022;10:49:18;21.01.2022;10:59:15;0:09:57;;
;;;;No;21.01.2022;11:46:23;21.01.2022;11:53:33;0:07:10;;
;;;;No;21.01.2022;12:37:15;21.01.2022;13:26:48;0:49:33;;
;;;;No;21.01.2022;13:27:26;21.01.2022;13:35:50;0:08:24;;
;;;;No;21.01.2022;13:35:52;21.01.2022;14:18:07;0:42:15;;
;;;;No;21.01.2022;14:41:40;21.01.2022;15:00:47;0:19:07;;
;;;;No;21.01.2022;15:36:04;21.01.2022;16:07:18;0:31:14;;
;;;;No;21.01.2022;16:07:34;21.01.2022;16:14:45;0:07:11;;
;;;;No;21.01.2022;16:20:53;21.01.2022;16:25:58;0:05:05;;
;;;;No;21.01.2022;16:29:44;21.01.2022;16:47:36;0:17:52;;
;;;;No;21.01.2022;16:55:14;21.01.2022;17:05:05;0:09:51;;
;;;;No;21.01.2022;17:15:21;21.01.2022;17:39:03;0:23:42;;
;;;;No;21.01.2022;17:41:46;21.01.2022;18:46:37;1:04:51;;
;;;;No;21.01.2022;18:58:37;21.01.2022;19:21:58;0:23:21;;
;;;;No;23.01.2022;15:07:35;23.01.2022;15:19:54;0:12:19;;
;;;;No;24.01.2022;10:11:14;24.01.2022;10:19:54;0:08:40;;
;;;;No;24.01.2022;10:20:07;24.01.2022;10:34:56;0:14:49;;
;;;;No;24.01.2022;10:35:00;24.01.2022;10:53:03;0:18:03;;
;;;;No;24.01.2022;10:53:04;24.01.2022;11:04:01;0:10:57;;
;;;;No;24.01.2022;12:39:21;24.01.2022;12:42:38;0:03:17;;
;;;;No;24.01.2022;12:57:58;24.01.2022;13:27:22;0:29:24;;
;;;;No;24.01.2022;13:30:08;24.01.2022;14:02:36;0:32:28;;
;;;;No;24.01.2022;15:03:57;24.01.2022;15:43:54;0:39:57;;
;;;;No;24.01.2022;16:25:02;24.01.2022;16:27:47;0:02:45;;
;;;;No;24.01.2022;16:33:21;24.01.2022;16:52:55;0:19:34;;
;;;;No;24.01.2022;16:54:39;24.01.2022;16:56:36;0:01:57;;
;;;;No;24.01.2022;17:10:12;24.01.2022;17:23:03;0:12:51;;
;;;;No;24.01.2022;17:37:17;24.01.2022;17:46:40;0:09:23;;
;;;;No;24.01.2022;18:38:38;24.01.2022;18:53:39;0:15:01;;
;;;;No;24.01.2022;19:08:12;24.01.2022;19:14:05;0:05:53;;
;;;;No;24.01.2022;19:22:09;24.01.2022;19:41:33;0:19:24;;
;;;;No;25.01.2022;10:06:42;25.01.2022;10:14:03;0:07:21;;
;;;;No;25.01.2022;10:15:24;25.01.2022;10:49:17;0:33:53;;
;;;;No;25.01.2022;11:00:21;25.01.2022;11:00:43;0:00:22;;
;;;;No;25.01.2022;11:05:34;25.01.2022;11:06:29;0:00:55;;
;;;;No;25.01.2022;11:08:09;25.01.2022;11:38:48;0:30:39;;
;;;;No;25.01.2022;11:49:26;25.01.2022;11:59:20;0:09:54;;
;;;;No;25.01.2022;14:13:39;25.01.2022;14:42:59;0:29:20;;
;;;;No;25.01.2022;14:51:33;25.01.2022;14:55:03;0:03:30;;
;;;;No;25.01.2022;17:46:13;25.01.2022;18:03:27;0:17:14;;
;;;;No;26.01.2022;9:17:41;26.01.2022;9:22:46;0:05:05;;
;;;;No;26.01.2022;10:11:05;26.01.2022;10:48:23;0:37:18;;
;;;;No;26.01.2022;11:09:37;26.01.2022;11:17:00;0:07:23;;
;;;;No;26.01.2022;11:33:14;26.01.2022;11:46:22;0:13:08;;
;;;;No;26.01.2022;12:18:34;26.01.2022;12:22:53;0:04:19;;
;;;;No;26.01.2022;12:32:52;26.01.2022;12:45:08;0:12:16;;
;;;;No;26.01.2022;17:37:42;26.01.2022;17:39:24;0:01:42;;
;;;;No;26.01.2022;18:37:36;26.01.2022;19:08:50;0:31:14;;
;;;;No;26.01.2022;19:17:45;26.01.2022;19:21:33;0:03:48;;
